bnum	eg	name	description	0.11/0.11_rel_mrna	0.21/0.11_rel_mrna	0.31/0.11_rel_mrna	0.4/0.11_rel_mrna	0.48/0.11_rel_mrna	0.11/0.11_rel_prot	0.21/0.11_rel_prot	0.25/0.11_rel_prot	0.31/0.11_rel_prot	0.4/0.11_rel_prot	0.48/0.11_rel_prot	0.11_abs_mrna	0.21_abs_mrna	0.31_abs_mrna	0.4_abs_mrna	0.48_abs_mrna	0.11_abs_prot	0.21_abs_prot	0.31_abs_prot	0.4_abs_prot	0.48_abs_prot
b0023	eg10919	rpst	rpst 30s ribosomal subunit protein s20	1	0.426317446	2.056227653	2.428389769	2.188587403	1	1.121385509	1.187980062	1.244041079	1.597419536	1.812985042	1.72E+12	1.36E+12	6.81E+12	8.07E+12	1.26E+13	3.21E+16	3.72E+16	2.91E+16	2.64E+16	3.12E+16
b1617	eg11055	uida																						
b3021	eg13022	ygit	ygit antitoxin for mqsr toxin	1	1.180992661	1.356604327	1.328685814	1.109569472	1	1.062705708	1.179064896	1.245613305									1.21E+15	1.16E+15		1.49E+15
b2811	eg13083	csde	csde binds and stimulates csda activity	1	1	1.00695555	1.035264924	1.021012126	1	0.968124778	0.954462244	1.02792521	1.023566358	1.144067809						1.89E+15	3.69E+15	2.42E+15	2.38E+15	1.73E+15
b3478	eg12077	nikc																						
b0827	eg10153	moea	moea molybdopterin (mpt) synthesis	1	0.784584098	1.01395948	1.035264924	1.079228237	1	0.95734564	1.07727509	1.027384784	1.043376774	1.028653394						8.61E+15	3.74E+15	4.02E+15	2.35E+15	4.31E+15
b2367	eg13283	emry																						
b2162	eg12030	rihb																						
b1055	eg11116	ycea	ycea predicted rhodanese, function unknown	1		1.547564994	1.602139755	1.453972517							2.98E+11		9.19E+11	1.17E+12	1.30E+12					
b1794	eg13502	yeap	yeap diguanylate cyclase, function unknown	1	1.117287138	1.777685362	1.840375301	1.931872658																4.20E+14
b3307	eg10913	rpsn	rpsn 30s ribosomal subunit protein s14	1	1.049716684	1.222640278	1.424050196		1	1.111854111	1.203193464	1.454784238	1.626027882	1.799651718	4.19E+12	6.47E+12	9.03E+12	1.37E+13		2.40E+16	2.22E+16	1.76E+16	1.51E+16	1.39E+16
b3947	eg11906	ptsa																						
b0040	eg11561	cait		1			0.562529242																	
b3784	eg10840	rfe		1	1.086734863	1.526259209	1.658639092	2																
b0161	eg10463	degp	degp periplasmic, membrane-associated serine endoprotease	1	0.732042848	1	0.920187651	0.823591017	1	1.127872311	1.150939884	0.894724987	0.787231346	0.786538315						7.29E+15	5.21E+15	6.11E+15	4.53E+15	3.24E+15
b1714	eg10709	phes	phes phenylalanine--trna ligase, alpha-subunit						1	1.158821846	1.42345906	1.453466443	1.687878757	1.824717667						5.36E+15	5.54E+15	5.52E+15	5.67E+15	6.13E+15
b2341	eg14127	fadj	fadj multifunctional anaerobic fatty acid oxidation complex fadij	1	1.310393404	0.692554734	0.447512535	0.271683716	1	0.951555701	0.891761192	0.655996874	0.37288864	0.239925609	1.41E+11	3.18E+11				7.75E+14	6.79E+14	1.02E+15	1.25E+15	6.17E+14
b4363	eg11215	yjjb																						
b0983	eg13728	gfce		1	1.148698355	0.864537231	0.933032992	1.086734863																
b0527	eg12708	ybci		1		0.632878297	0.646176415																	
b3889	eg11854	yiie																						
b2920	eg12973	scpc																						
b2756	eg13115	case		1	1.729074463	1.681792831	1.705269784	1.681792831																
b2541	eg13459	hcab		1	0.846745312	0.726986259	0.712025098	0.602903914																
b3075	eg10254	ebgr	ebgr ebgac operon repressor																	2.30E+14		3.34E+14		
b4277	eg12603	yjgz		1	0.926588062		0.697371833	0.732042848																
b3766	eg11270	ilvl																						
b0126	eg12319	can	can carbonic anhydrase, beta class	1	0.41754396	1.057018041	1.057018041	1.028113827	1	1.074313728	1.135539891	1.09403137	1.190033057	1.164821509	1.48E+12	1.26E+12	2.74E+12	3.53E+12	4.38E+12	1.11E+16	5.60E+15	1.12E+16	1.17E+16	6.40E+15
b3911	eg10163	cpxa	cpxa histidine protein kinase, periplasmic stress sensor	1	1.265756594	0.920187651	0.882702996	1.021012126	1	1.011892783	0.838649922	0.79849345	0.674317164	0.591448798						1.69E+14	2.15E+14	9.65E+14	1.17E+15	6.21E+14
b3302	eg10888	rpmd	rpmd 50s ribosomal subunit protein l30	1	1.231144413	1.414213562	1.443929196	2.114036081	1	1.14010788	1.186905202	1.286593196	1.685314864	1.669350694	1.11E+13	2.40E+13	2.80E+13	4.00E+13	6.24E+13	2.33E+16	2.75E+16	3.15E+16	3.33E+16	1.73E+16
b4226	eg10755	ppa	ppa inorganic pyrophosphatase	1	0.52123288		1.079228237	1.125058485	1	1.064293936	1.138653269	1.109647386	1.084952307	1.110754767						2.95E+16	1.74E+16	2.05E+16	2.49E+16	2.28E+16
b3883	eg11848	yihv		1	0.697371833	0.532185091	0.550952558	0.489710149																
b1997	eg60034																							
b1753	eg14003	ynja		1	0.952637998			0.673616788	1					0.31583456								1.12E+15		7.65E+14
b1663	eg12400	mdtk	mdtk multidrug resistance efflux protein, 12 transmembrane helices	1	0.926588062	1.205807828	1.132883885	1.164733586												9.61E+14	2.23E+15	1.03E+15		
b0962	eg10426	held	held atp-dependent dna helicase iv	1	1.464085696	1.274560627	1.274560627	1.301341855	1	1.010481473	1.06867284	1.130474366	1.049436255	0.961810276						1.09E+15	7.72E+14	7.30E+14	4.39E+14	4.30E+14
b3197	eg12803	kdsd	kdsd d-arabinose 5-phosphate isomerase	1		1.257013375	1.248330549	1.265756594	1	1.036194351	0.909591653	1.090956163	1.120302737	1.226073196						3.51E+15	2.56E+15	3.18E+15	2.19E+15	1.25E+15
b1870	eg14033	cmoa	cmoa trna cmo(5)u34 methyltransferase, sam-dependent	1	0.888842681	1.2397077	1.385109468	1.580082624	1	1.019402955	1.023332516	1.141451177	1.129590375	1.417639188						3.16E+15	2.63E+15	3.03E+15	3.73E+15	3.65E+15
b3137	eg12768	kbay																		2.84E+14	1.32E+15	4.86E+14	7.04E+14	
b2744	eg11817	sure	sure nucleotidase, 5- or 3'-monophosphates	1	1.356604327	0.959264119	0.986232704	1.057018041	1	0.713324881	0.940881257	0.641596884		0.690683151	4.66E+11	7.21E+11	8.07E+11	8.91E+11	1.21E+12		3.94E+15	8.73E+14	1.28E+15	5.10E+14
b0630	eg11591	lipb	lipb lipoyl-protein ligase	1	0.712025098	1.257013375	1.292352831	1.257013375	1					3.06454373							2.04E+15		2.28E+15	5.44E+14
b3662	eg11689	nepi		1		0.668963777	0.687770909																	
b3177	eg50011	folp	folp dihydropteroate synthase	1	1.222640278	1.319507911			1	1.458625371	2.049203309	2.537133077	2.60397121	3.493997553						4.61E+15	3.31E+15	7.07E+15	4.19E+15	4.32E+15
b2050	eg11790	wcai																						
b0383	eg10727	phoa	phoa alkaline phosphatase, periplasmic	1	1.148698355	1	1.00695555	0.926588062												1.91E+14	1.26E+14	4.79E+14		
b2120	eg11999	yehm																						
b4139	eg10095	aspa	aspa l-aspartate ammonia-lyase	1	1.347233577	0.624165274	0.408951029	0.156041319	1	1.231941848	1.258983944	0.963779008	0.547829591	0.19491087	7.82E+11	1.39E+12	9.44E+11	8.40E+11		4.64E+15	3.76E+15	3.02E+15	2.68E+15	1.31E+15
b3669	eg11051	uhpa	uhpa response regulator of two component system required for uhpt transcription	1	0.965936329	0.737134609	0.659753955	0.590496331	1	0.972112474	0.792109105	0.833755274	0.670957057	0.576195434	5.84E+11	7.92E+11	1.04E+12	1.06E+12		2.14E+15	2.40E+15	2.73E+15	1.16E+15	8.89E+14
b1891	eg10319	flhc		1	0.702222438	0.876605721	0.870550563	0.423372656							5.90E+11	6.59E+11	9.47E+11	1.07E+12						
b0468	eg12843	yban		1	1.042465761																			
b4359	eg12591	opgb	opgb phosphoglycerol transferase i and ii, opg biolsynthesis	1	0.732042848	0.77916458	0.732042848	0.578344092	1	1.224630219	1.598213144	1.89835153	1.338590253	1.054017644						2.95E+14		5.73E+14	9.82E+14	
b2678	eg10772	prow		1		1.283425898	1.474269217	2.114036081																
b2434	eg14168	ypea		1	1	1.086734863	0.993092495	0.882702996	1	1.20001025	1.439128028		1.329996809	1.600274477						1.22E+15	1.35E+15	2.54E+15	2.41E+15	1.01E+15
b1320	eg13920	ycjw	ycjw required for swarming phenotype, function unknown	1		2.219138944	2.345669898																	6.11E+14
b3827	eg11471	yigm		1	1.117287138	0.993092495	1.01395948	1.347233577																
b3043	eg12363	ygil																						
b3263	eg12832	yhdu		1		1.337927555	1.140763716	0.637280314																
b0490	eg13259	ybbl	ybbl function unknown	1	0.876605721		1.505246747	1.547564994	1	1.047501983	1.130767384	1.152785294	1.306836857	1.374660218						1.07E+15	9.96E+14	1.58E+15	2.00E+15	7.57E+14
b1307	eg10779	pspd		1	1.310393404	0.852634892	0.817902059																	
b4485	eg12518	ytfr	ytfr putative abc transporter atp-binding protein	1	1.057018041	0.397768242	0.329876978	0.248273124	1	0.665103729										7.43E+14	1.30E+15			8.77E+13
b2469	eg11460	narq		1		0.926588062	0.817902059																	
b2535	eg13418	csie	csie stationary phase inducible protein	1	0.721964598	0.40332088	0.363493129								2.72E+11					9.69E+14		7.62E+14	1.12E+15	1.56E+15
b3033	eg12185	yqib		1	0.882702996	0.901250463	0.946057647	0.895025071							6.24E+11		1.24E+12	1.33E+12	1.85E+12					
b3249	eg10610	mred		1	1.132883885	0.959264119	1.01395948	1.214194884							5.68E+11	8.53E+11	1.11E+12	1.44E+12	1.97E+12					
b0902	eg10028	pfla	pfla pyruvate formate lyase i activase	1	1.035264924	1.292352831	1.274560627	0.986232704	1	0.93259604	0.915516771	0.862535021	0.917450592	0.909651024				6.78E+11		1.28E+15	2.49E+15	2.17E+15	1.26E+15	1.61E+15
b2107	eg14072	yohn	yohn function unknown	1	0.870550563	1.328685814	1.347233577	1.265756594	1	0.902204555			1.230224495	0.712848708						9.83E+15	5.74E+15	7.85E+15	7.84E+15	7.09E+15
b3507	eg11889	dctr																						
b1427	eg10853	riml	riml modification of 50s ribosomal subunit protein l7/l12	1	1.265756594	0.870550563	0.795536484	0.757858283	1	0.826229913	0.734498887		0.522254953	0.403862004	5.10E+11					1.29E+15	2.91E+15	1.35E+15	1.28E+15	2.16E+15
b0134	eg11675	panb	panb ketopantoate hydroxymethyltransferase	1	0.566441943	1.01395948	1.057018041	1.094293701	1	0.951944479	0.806160596	0.800878492	0.856122123	0.804541928	7.36E+11	8.40E+11	1.48E+12	1.81E+12	2.37E+12	1.68E+16	1.88E+16	1.80E+16	2.11E+16	1.04E+16
b3156	eg12788	yhbs	yhbs putative acetyltransferase	1	1.028113827	0.737134609	0.664342907	0.562529242	1	0.900726543	0.686642873	0.631947413	0.490464943	0.545532403						5.43E+15	7.35E+15	4.86E+15	7.07E+15	5.44E+15
b0608	eg13537	ybdr	ybdr function unknown	1	0.61985385	0.493116352	0.420448208	0.423372656							2.07E+11									
b4050	eg11933	pspg		1	1.494849249	1.214194884	1.086734863								9.71E+11	1.71E+12	2.04E+12							
b4414	eg31135	tff																						
b1146	eg14414	croe																						
b3053	eg11602	glne	glne protein adenylyltransferase, modifies glutamine synthase						1	1.011798509	1.154327213	1.031014023	0.911694289	0.786205116						1.58E+15	7.63E+14	1.67E+15	7.71E+14	1.52E+15
b1650	eg13546	nema	nema n-ethylmaleimide reductase	1	1.366040257	1.394743666	1.443929196	1.681792831	1	1.360678485	1.846638971	1.945711898	2.185149794	2.489207754						8.74E+14	2.63E+15	1.83E+15	8.48E+14	1.52E+15
b2796	eg12142	sdac		1		3.386981249	3.944930818	2.867910496																
b1132	eg11345	hfld	hfld downregulates lambda lysogenization	1	0.768437591	1.021012126	1.071773463	1.248330549	1	1.08656208	1.006848376	1.098828991	0.971894344	1.07549411						1.92E+15	3.93E+15	2.54E+15	1.60E+15	3.81E+15
b0809	eg10389	glnq	glnq glutamine high-affinity transport system, atp-binding protein	1	1.035264924	0.888842681	0.692554734	0.554784736	1	1.015900531	1.231007393	0.870739573	0.91304442	0.616058532	1.11E+12	1.60E+12	1.90E+12	1.81E+12	1.72E+12	2.62E+15	2.59E+15	2.25E+15	2.40E+15	2.40E+15
b4671	eg14476	ykgr																						
b2664	eg12386	csir		1				0.907519155														1.30E+15	4.17E+14	
b2762	eg10189	cysh	cysh phosphoadenylyl sulfate (paps) reductase	1	1.866065983	1.424050196	1.717130873	1.705269784	1	1.192592062	1.388261702	1.540962989	1.556240595	2.040654595	7.23E+11	2.48E+12	1.98E+12	2.97E+12	3.68E+12	2.66E+15	3.16E+15	4.61E+15	3.95E+15	3.79E+15
b1528	eg11636	ydea		1		1.071773463	1.172834949	2.281527432																
b0098	eg10936	seca	seca translocon atpase	1	1.602139755	1.071773463	1.086734863	1.292352831	1	1.030431396	0.994645943	1.003269474	0.977843649	1.021151161	1.47E+11	3.75E+11	3.26E+11	3.67E+11	5.41E+11	3.74E+15	4.62E+15	3.12E+15	3.79E+15	2.50E+15
b2769	eg13124	ygcq		1	0.752623374	0.678302164	0.624165274	0.77916458																
b3292	eg11969	zntr		1	1.356604327	1.00695555	1.035264924	0.986232704													6.21E+14			
b4594	eg14450	ymgj																						
b1648	eg13946	ydhl		1	1.079228237	0.846745312	0.840896415	0.716977624																
b3770	eg10497	ilve	ilve branched-chain amino acid aminotransferase	1	1.453972517	1.765405993	2.070529848	2.602683711	1	1.817532111	2.754538063	2.28394561	3.301743076	4.335816393		3.82E+11	6.41E+11	9.19E+11	1.41E+12	2.08E+15	2.21E+15	1.37E+15	1.68E+15	1.42E+15
b2800	eg10348	fuca																						
b1857	eg12678	znua	znua high-affinity abc transport system for zinc, periplasmic	1	0.721964598	0.986232704			1				1.036664793							1.26E+15	4.35E+14			
b1550	eg13837	gnsb	gnsb multicopy suppressor of secg(cs) and faba6(ts), qin prophage						1	1.052159325	0.915767248	1.003102771	0.893651709	0.863223393							1.05E+16	1.67E+15	1.41E+16	4.12E+15
b4394	eg12600	yjjx	yjjx inosine/xanthosine triphosphatase	1	0.742261785				1	1.126923231	0.99045102	1.195879034	1.292697644	1.730284233						1.14E+15		8.69E+14		
b2418	eg12642	pdxk	pdxk b6-vitamer kinase	1	1.526259209	1.777685362	1.815038311	1.986184991	1	1.324116345	1.42018719	1.61315736	1.692603996	2.001999922					7.72E+11	6.83E+15	6.70E+15	4.24E+15	4.73E+15	4.30E+15
b1522	eg13814	ynef		1	1.515716567																			
b2147	eg11289	yeia		1			0.795536484	0.562529242																
b3917	eg10929	sbp	sbp periplasmic sulfate-binding protein	1	1.366040257				1	1.510689572	2.549763752	4.347241656	5.780477281	6.801690473						1.80E+15	1.81E+15	5.59E+14	1.06E+15	2.01E+14
b1960	eg11068	vsr		1	1.132883885																			
b4408	eg31119	csrb																						
b0323	eg13593	yahi		1			0.697371833																	
b0173	eg12715	dxr		1	1.140763716	0.946057647	1.028113827	1.337927555																
b1800	eg13507	yeau		1	0.835087919	0.726986259	0.773782497	0.707106781																
b2710	eg12963	norv		1		0.721964598	0.742261785																	
b0694	eg10517	kdpe	kdpe response regulator of kdp operon, phosphorylation state and activity determined by turgor pressure via kdpd	1	0.726986259	0.646176415	0.655196702	0.590496331	1		0	0.519119682								3.19E+14		1.54E+15	2.13E+14	
b0614	eg13540	citx		1			0.289172046																	
b4218	eg12512	ytfl																			6.75E+14			
b3928	eg11878	zapb	zapb septal ring assembly factor, stimulates cell division	1	1.248330549	1.328685814	1.328685814	1.729074463	1	1.142349814	1.299277782	1.167411491	1.319130302	1.456040853						1.39E+16	8.10E+15	1.31E+16	1.15E+16	8.84E+15
b1929	eg11660	yede	yede function unknown	1		0.840896415	0.632878297	0.277392368							5.79E+11		1.08E+12	9.49E+11			8.42E+14			
b4245	eg10805	pyrb	pyrb aspartate carbamoyltransferase, catalytic subunit	1		1.705269784	1.658639092	1.394743666	1	1.589367456	2.123651304	1.967087961	2.071221709	1.897031664	2.11E+12		6.79E+12	8.88E+12	9.28E+12	3.61E+16	5.59E+16	4.87E+16	3.67E+16	3.32E+16
b3620	eg12210	rfaf	rfaf adp-heptose:lps heptosyltransferase ii	1	1.079228237	1.248330549	1.414213562	1.613283518	1	0.950962581	0.97131187	0.987002367	1.050210187	1.04902189	2.26E+11			6.35E+11	1.05E+12	1.49E+15	1.49E+15	2.57E+15	2.18E+15	1.01E+15
b4625	eg31180	symr																						
b3536	eg12263	bcse		1	0.858565436	0.933032992	0.901250463	0.864537231							1.81E+11		3.18E+11	3.82E+11	4.61E+11					
b3741	eg10375	mnmg	mnmg 5-methylaminomethyl-2-thiouridine modification at trna u34	1	0.882702996	1.301341855	1.257013375	1.464085696	1	1.446876082	1.580035001	1.610485651	1.647366285	1.713592514						4.55E+14	2.33E+14	8.04E+14	7.08E+14	7.59E+14
b0633	eg10854	rlpa	rlpa minor lipoprotein, suppressor of prc	1	0.926588062	1.2397077	1.265756594	1.140763716	1	0.927746787	1.031919651	1.145024726	1.079181814	1.437454488	2.88E+11	4.81E+11	5.19E+11	6.38E+11	7.34E+11	2.52E+15	5.68E+14	1.85E+15	2.03E+15	5.85E+14
b1888	eg10146	chea	chea histidine protein kinase sensor of chemotactic response	1	1.474269217		1.301341855	0.91383145							3.92E+11	6.84E+11		1.36E+12	1.21E+12	1.06E+15	1.37E+15	2.08E+15	2.15E+15	3.14E+15
b2465	eg12100	tktb	tktb transketolase b	1	0.692554734	0.773782497	0.664342907	0.742261785	1	0.771552446	0.534784944	0.734702555	0.696275057	0.546386926	4.00E+11	3.60E+11	5.67E+11	6.39E+11	8.66E+11	7.09E+15	3.94E+15	5.05E+15	3.66E+15	4.11E+15
b3877	eg11842	yihp																						
b1865	eg11138	nudb		1	1.337927555	1.109569472	1.214194884	1.443929196																
b4030	eg11209	psie		1		2.173469725		1.777685362																
b3386	eg11960	rpe	rpe d-ribulose-5-phosphate 3-epimerase	1	1.057018041	1.164733586	1.164733586	1.265756594	1	1.249047856	1.518476748	1.168827494	1.410888904	1.252652779	7.66E+11	8.99E+11	1.93E+12	2.13E+12	3.01E+12	4.79E+15	2.19E+15	2.24E+15	3.94E+15	2.24E+15
b0412	eg12874	yaji	yaji probable lipoprotein, function unknown	1			1.547564994	1.613283518	1	0.819780863				0.733760167						2.51E+15	2.30E+15	2.31E+15	2.91E+15	3.37E+15
b1007	eg13854	rutf																						
b4221	eg12514	ytfn	ytfn function unknown																		1.70E+15	1.45E+14		3.92E+14
b0651	eg12701	riha	riha ribonucleoside hydrolase, pyrimidine specific	1	1.474269217	1.347233577	1.222640278	0.562529242	1	1.22127779	1.375273963	1.156248645	1.038037046	0.60623865	2.88E+11	5.81E+11	7.53E+11	8.13E+11		1.52E+15	2.11E+15	2.76E+15	3.73E+15	1.12E+15
b2089	eg60037																							
b2079	eg11618	baer	baer response regulator for mdtabcd, acrd and spy	1	0.835087919	0.946057647	1.00695555	0.979420298	1	0.965627791	0.951389081	0.910409074	0.834140275	0.971502801						1.53E+15	1.35E+15	7.31E+14	6.50E+14	1.16E+15
b2647	eg13213	ypja		1	0.829319546	0.558643569	0.641712949	0.683020128																
b0474	eg10032	adk	adk adenylate kinase	1	0.586417475	1.375541818	1.580082624	2.084931522	1	1.216739129	1.049390855	1.16540446	1.182761348	1.388222069	9.89E+11	9.89E+11	2.83E+12	3.50E+12	4.89E+12	8.28E+15	8.36E+15	1.14E+16	1.05E+16	7.67E+15
b2240	eg10401	glpt																						
b3095	eg12740	yqja		1	0.901250463	0.817902059	0.795536484	0.858565436	1					0.86465927										
b0976	eg10472	hyae		1	0.790041312	0.574349177																		
b4293	eg10291	feci		1	1.945309895	1.140763716	1.248330549	1.693490625																
b1395	eg13742	paah		1	1.00695555	0.664342907	0.721964598	0.757858283																
b1654	eg12181	grxd	grxd monothiol glutaredoxin grx4, with cxxs motif	1	0.624165274	1.132883885	1.301341855	1.366040257	1	0.961017659	1.059429619	1.155361998	1.328495024	1.730164358	2.91E+12	2.31E+12	5.76E+12	8.62E+12	1.10E+13	2.20E+16	1.94E+16	2.01E+16	3.14E+16	2.42E+16
b1809	eg13514	yoab	yoab function unknown	1	0.763129604	1.222640278	1.265756594	1.197478705	1	1.035559556	0.955403028	1.030272195	1.083812681	1.075103017	1.11E+12	1.34E+12	3.12E+12	3.39E+12	4.06E+12	1.18E+16	4.37E+15	8.87E+15	1.89E+15	7.96E+15
b2098	eg14063	yegt		1		1.156688184	1.049716684																	
b4031	eg11076	xyle																						
b3220	eg12813	yhcg																						
b1534	eg11640	ydee																						
b0800	eg11580	ybib	ybib function unknown	1	1.021012126			0.895025071	1	1.069735964	1.103696778	1.236408574	1.187557226	1.221637648						1.16E+15	5.68E+14	6.51E+14	6.91E+14	2.52E+14
b4200	eg10905	rpsf	rpsf 30s ribosomal subunit protein s6	1	0.801069878	1.319507911	1.505246747	1.931872658	1	0.962383977	1.014990007	1.179450574	1.353204016	1.445744881	4.64E+12	8.33E+12	1.00E+13	1.52E+13	2.22E+13	2.38E+16	2.27E+16	1.97E+16	1.54E+16	2.26E+16
b2956	eg12704	yggm		1	0.812252396	0.737134609	0.721964598	0.726986259							5.10E+11	5.80E+11	6.87E+11	1.11E+12	1.27E+12					
b3299	eg11232	rpmj																						
b2379	eg14198	yfdz	yfdz function unknown	1	1.01395948	1.086734863	1.049716684	0.952637998	1	0.934039744	0.903534296	1.069084784	0.993249893	0.976110959	1.84E+11		4.28E+11	5.15E+11		1.26E+15	4.99E+14	9.63E+14	6.62E+14	9.46E+14
b4114	eg11613	epta		1		1.404444876	1.464085696	1.274560627																
b2761	eg12634	ygcb																						
b2309	eg12124	hisj	hisj histidine-binding protein of high-affinity histidine transport system	1	0.784584098	0.646176415	0.562529242	0.566441943	1	1.084274931	0.977776934	1.130560643	1.24246802	1.403617408	2.16E+12	2.41E+12	2.88E+12	2.98E+12	3.42E+12	1.08E+16	1.28E+16	1.17E+16	9.21E+15	9.44E+15
b2525	eg11328	fdx	fdx ferredoxin, an iron-sulfur protein	1	1.484523571	1.222640278	1.337927555	1.474269217	1	1.120211335	1.260576814	1.239034182	1.246604449	1.402717234	1.23E+12	3.27E+12	2.88E+12	3.44E+12	5.05E+12	5.29E+15	4.49E+15	2.75E+15	2.82E+15	2.20E+15
b0436	eg11003	tig	tig trigger factor, protein folding chaperone	1	0.986232704	1.347233577	1.414213562	1.347233577	1	1.110493612	1.171603405	1.348926586	1.43021732	1.678402697	1.25E+12	1.78E+12	3.25E+12	3.72E+12	5.10E+12	1.49E+16	1.74E+16	1.55E+16	1.60E+16	1.38E+16
b2328	eg10580	mepa	mepa murein dd-endopeptidase, penicillin-insensitive	1	1.164733586	1.205807828	1.319507911	1.526259209	1	1.027320257	1.084651393	1.19811255	1.330344146	1.513184863	3.28E+11	5.16E+11	6.27E+11	7.80E+11	1.20E+12	2.10E+15	3.29E+14	3.49E+14	7.06E+14	2.74E+15
